order_id,customer_id,product_category,product_name,quantity,unit_price,order_date,region,payment_method
21202,4769,Clothing,T-Shirt,3,51.96,2023-09-03,Africa,Google Pay
21203,4560,Sports,Swimming Goggles,1,108.94,2024-03-08,South America,Credit Card
21204,4784,Sports,Yoga Mat,4,103.87,2023-01-13,South America,PayPal
21205,5459,Sports,Running Shoes,4,156.83,2023-09-29,North America,Apple Pay
21206,3136,Food,Spice Set,2,66.12,2023-11-05,South America,Debit Card
21207,3079,Food,Dark Chocolate,2,66.21,2023-02-08,North America,Credit Card
21208,3236,Clothing,Dress,1,22.02,2024-03-06,Asia,Apple Pay
21209,4161,Books,Self-Help,1,30.02,2023-03-03,Africa,Apple Pay
21210,4573,Clothing,Shorts,2,66.63,2023-03-31,South America,Google Pay
21211,5354,Electronics,Headphones,1,1199.13,2024-05-27,North America,Credit Card
21212,1004,Books,Poetry,1,29.64,2023-04-21,Asia,Google Pay
21213,3989,Food,Organic Honey,4,35.74,2024-07-19,North America,Credit Card
21214,4858,Food,Olive Oil,4,77.35,2023-11-26,Europe,Google Pay
21215,1442,Electronics,Headphones,3,1092.34,2023-05-06,Africa,Google Pay
21216,9344,Clothing,Jacket,4,260.28,2024-03-20,Europe,Apple Pay
21217,3377,Home & Garden,Curtains,3,253.1,2023-03-16,Asia,Google Pay
21218,6237,Books,Science Fiction,1,22.36,2023-06-29,South America,Apple Pay
21219,4801,Food,Granola,5,65.37,2023-03-17,Europe,Google Pay
21220,2339,Electronics,Smart Watch,3,1197.32,2023-10-12,North America,Google Pay
21221,8002,Books,Biography,2,24.37,2024-06-16,South America,Google Pay
21222,5492,Toys,Doll,2,108.01,2023-12-25,Oceania,Apple Pay
21223,6934,Toys,Plush Toy,5,103.84,2024-03-26,Africa,PayPal
21224,2333,Home & Garden,Coffee Maker,5,43.17,2023-11-17,South America,Credit Card
21225,8777,Food,Green Tea,4,62.69,2024-03-30,Europe,PayPal
21226,2136,Toys,Educational Game,4,116.03,2023-10-25,Oceania,Google Pay
21227,5590,Books,Self-Help,3,30.01,2024-06-13,South America,Debit Card
21228,3102,Toys,RC Car,5,16.32,2023-07-30,Asia,Debit Card
21229,1401,Home & Garden,Toaster,1,202.97,2024-01-12,South America,PayPal
21230,1700,Books,Biography,4,10.84,2023-12-13,Africa,Apple Pay
21231,7846,Clothing,Coat,1,195.6,2024-09-13,Europe,Google Pay
21232,3558,Food,Spice Set,2,79.32,2023-09-30,South America,Credit Card
21233,2924,Food,Pasta,1,68.93,2024-09-03,Oceania,Credit Card
21234,5076,Toys,Educational Game,2,32.2,2023-01-13,Europe,Debit Card
21235,5218,Sports,Basketball,3,246.03,2024-07-16,Africa,Credit Card
21236,5660,Electronics,Camera,2,117.07,2024-05-23,Asia,PayPal
21237,3383,Clothing,T-Shirt,2,151.55,2024-08-30,South America,Credit Card
21238,1329,Food,Granola,3,70.84,2024-08-08,Asia,Apple Pay
21239,1536,Sports,Tennis Racket,3,423.46,2023-03-26,Asia,PayPal
21240,7420,Electronics,Headphones,2,1170.08,2024-07-23,Africa,Debit Card
21241,7090,Books,Poetry,5,42.77,2023-09-22,Europe,PayPal
21242,2599,Home & Garden,Coffee Maker,1,97.29,2024-08-21,South America,Google Pay
21243,6897,Toys,Board Game,3,14.04,2024-04-20,Africa,Debit Card
21244,3478,Sports,Yoga Mat,4,315.62,2023-04-15,South America,Credit Card
21245,3681,Electronics,Camera,3,1580.62,2024-06-24,South America,Google Pay
21246,5564,Food,Dark Chocolate,2,12.96,2023-05-24,Africa,PayPal
21247,9417,Sports,Tennis Racket,4,38.04,2024-03-30,North America,Debit Card
21248,8639,Food,Olive Oil,5,45.07,2024-04-16,Africa,Credit Card
21249,9880,Food,Green Tea,2,51.37,2023-02-07,Oceania,PayPal
21250,7493,Electronics,Wireless Mouse,5,1232.06,2024-06-25,North America,Credit Card
21251,2922,Books,Biography,4,37.72,2023-12-19,Africa,Apple Pay
21252,9075,Home & Garden,Lamp,2,307.71,2024-03-19,Europe,Debit Card
21253,4230,Toys,Board Game,2,113.44,2024-04-07,South America,Apple Pay
21254,2878,Books,Science Fiction,4,30.99,2024-04-10,South America,Credit Card
21255,5224,Toys,Plush Toy,1,129.97,2023-03-25,Asia,Debit Card
21256,8630,Electronics,Wireless Mouse,5,886.3,2023-02-21,Europe,Apple Pay
21257,4501,Food,Organic Honey,4,32.62,2024-02-15,Oceania,Debit Card
21258,4715,Sports,Basketball,2,252.79,2024-08-18,Oceania,Apple Pay
21259,6576,Toys,Board Game,4,72.94,2023-03-10,Europe,Credit Card
21260,7634,Home & Garden,Rug,4,229.23,2024-02-14,Oceania,Credit Card
21261,2171,Home & Garden,Air Purifier,2,359.37,2024-07-26,North America,Debit Card
21262,8904,Clothing,Jacket,2,158.07,2024-01-19,Europe,Google Pay
21263,3591,Clothing,Jacket,3,33.01,2024-01-23,Oceania,Google Pay
21264,7022,Clothing,Dress,3,50.61,2023-12-20,South America,Credit Card
21265,8877,Clothing,T-Shirt,4,249.31,2023-11-11,North America,PayPal
21266,5406,Clothing,Sneakers,2,133.47,2024-02-13,Oceania,Debit Card
21267,8661,Food,Dark Chocolate,1,30.89,2024-03-17,Oceania,Credit Card
21268,6189,Electronics,Tablet,1,1176.16,2024-05-04,Africa,Credit Card
21269,7530,Beauty,Nail Polish,4,187.9,2023-02-04,Asia,Credit Card
21270,1692,Food,Green Tea,5,22.97,2024-08-31,North America,Debit Card
21271,6048,Food,Green Tea,5,5.44,2023-04-03,North America,Apple Pay
21272,1497,Home & Garden,Blender,4,271.93,2023-07-11,Europe,PayPal
21273,9283,Beauty,Lipstick,3,42.08,2024-09-19,Oceania,Debit Card
21274,3233,Sports,Dumbbell Set,4,145.28,2023-12-23,North America,Google Pay
21275,2508,Toys,Plush Toy,5,14.97,2023-10-08,Oceania,Credit Card
21276,9059,Home & Garden,Lamp,4,179.5,2023-06-22,Asia,Google Pay
21277,8926,Home & Garden,Curtains,4,316.16,2023-01-11,Europe,PayPal
21278,8262,Beauty,Nail Polish,5,20.1,2024-03-28,Asia,Credit Card
21279,3768,Food,Olive Oil,2,75.49,2023-06-17,Africa,Debit Card
21280,2794,Beauty,Shampoo,2,20.57,2023-04-29,South America,Apple Pay
21281,6514,Clothing,Jeans,3,22.99,2024-03-30,Europe,Credit Card
21282,9289,Toys,Doll,3,132.2,2023-12-21,Oceania,Google Pay
21283,9848,Home & Garden,Curtains,1,366.54,2024-06-04,North America,Credit Card
21284,6869,Home & Garden,Curtains,4,237.01,2023-10-05,Asia,Apple Pay
21285,1594,Sports,Dumbbell Set,3,358.0,2024-01-21,Africa,Credit Card
21286,6633,Books,Cookbook,5,22.87,2023-05-10,North America,Credit Card
21287,3145,Electronics,Headphones,3,102.78,2024-02-27,Europe,Debit Card
21288,8737,Food,Coffee Beans,3,10.36,2023-11-12,Europe,Debit Card
21289,6928,Sports,Running Shoes,1,140.27,2024-07-08,Asia,Google Pay
21290,6118,Clothing,Coat,2,163.04,2023-12-29,Asia,Google Pay
21291,3239,Beauty,Eye Cream,4,121.62,2023-07-01,South America,Apple Pay
21292,4264,Toys,Board Game,4,93.32,2023-02-05,North America,Google Pay
21293,8811,Sports,Running Shoes,5,53.11,2024-08-25,Oceania,Debit Card
21294,2150,Beauty,Body Lotion,5,198.07,2023-10-15,Africa,Credit Card
21295,9569,Food,Pasta,5,50.41,2023-01-16,Oceania,Credit Card
21296,2206,Clothing,T-Shirt,1,224.83,2023-11-30,South America,Credit Card
21297,3271,Books,Mystery,4,17.41,2023-06-19,South America,Debit Card
21298,8434,Home & Garden,Air Purifier,1,165.35,2023-04-06,South America,Apple Pay
21299,2487,Books,History,4,48.57,2024-06-27,Europe,Credit Card
21300,9248,Electronics,Headphones,2,483.92,2023-06-24,Europe,Debit Card
21301,2763,Clothing,Jacket,2,125.18,2024-01-15,Europe,Debit Card
21302,8661,Electronics,Tablet,1,1595.34,2023-08-28,Asia,Google Pay
21303,3129,Sports,Running Shoes,4,293.83,2023-08-17,Oceania,Credit Card
21304,9884,Toys,Action Figure,2,25.98,2023-01-19,North America,Google Pay
21305,5706,Sports,Running Shoes,4,441.62,2024-08-12,South America,Apple Pay
21306,1290,Electronics,Camera,2,947.24,2023-07-22,South America,Apple Pay
21307,4640,Clothing,T-Shirt,5,33.54,2023-04-19,Oceania,Debit Card
21308,8101,Food,Pasta,4,42.05,2023-10-22,Oceania,PayPal
21309,5903,Sports,Swimming Goggles,3,226.99,2023-03-29,Asia,Apple Pay
21310,8021,Electronics,Camera,5,1007.9,2023-08-02,North America,Apple Pay
21311,8789,Books,Self-Help,4,46.75,2023-02-23,South America,Apple Pay
21312,9447,Sports,Swimming Goggles,2,48.19,2024-08-01,Africa,PayPal
21313,4989,Electronics,Smart Watch,1,1305.1,2023-03-06,Oceania,Credit Card
21314,3106,Sports,Yoga Mat,5,106.79,2023-03-27,Europe,Credit Card
21315,8206,Toys,RC Car,4,146.72,2024-04-03,Oceania,PayPal
21316,1843,Books,Poetry,4,16.0,2024-08-12,North America,Debit Card
21317,7786,Electronics,Wireless Mouse,2,820.69,2023-10-11,Europe,Credit Card
21318,9849,Electronics,Camera,4,1974.61,2023-03-05,North America,Debit Card
21319,8536,Toys,Puzzle,4,33.15,2024-06-21,Europe,Debit Card
21320,2436,Sports,Bicycle,3,225.84,2024-07-29,Oceania,PayPal
21321,8940,Toys,Board Game,3,45.04,2024-06-20,South America,Credit Card
21322,8075,Electronics,Tablet,4,1309.38,2024-02-28,Europe,Apple Pay
21323,2827,Home & Garden,Vacuum Cleaner,4,396.39,2024-07-29,Oceania,Debit Card
21324,8796,Beauty,Lipstick,5,23.42,2024-01-18,Asia,Apple Pay
21325,9184,Beauty,Face Mask,4,106.47,2023-07-03,Oceania,Credit Card
21326,1993,Electronics,Smartphone,2,1484.43,2023-06-11,South America,Debit Card
21327,1047,Food,Granola,5,62.0,2024-06-24,South America,Debit Card
21328,5196,Electronics,Laptop,3,1606.87,2024-01-11,Africa,Apple Pay
21329,5899,Home & Garden,Lamp,3,264.56,2023-04-26,Oceania,PayPal
21330,6175,Beauty,Face Mask,5,156.14,2023-03-18,Europe,Debit Card
21331,6198,Home & Garden,Rug,3,353.91,2023-03-31,Africa,Debit Card
21332,2275,Books,History,2,33.27,2023-09-12,Oceania,Debit Card
21333,4469,Books,Biography,5,41.43,2024-02-24,North America,Apple Pay
21334,3176,Home & Garden,Blender,4,393.5,2023-05-28,Europe,Credit Card
21335,3055,Books,Cookbook,2,33.4,2024-01-31,Europe,Apple Pay
21336,2918,Electronics,Headphones,5,368.65,2023-06-10,South America,Credit Card
21337,5289,Toys,Puzzle,2,114.3,2023-07-14,South America,Apple Pay
21338,1212,Electronics,Headphones,1,839.66,2023-01-20,Asia,Credit Card
21339,9339,Beauty,Perfume,1,152.99,2024-03-25,Africa,Apple Pay
21340,3695,Books,Mystery,1,12.77,2024-03-19,Africa,PayPal
21341,4909,Clothing,Dress,2,232.5,2023-10-08,Europe,Apple Pay
21342,3006,Sports,Swimming Goggles,2,235.65,2024-01-30,Africa,Credit Card
21343,8482,Home & Garden,Blender,3,289.53,2023-09-18,Europe,Credit Card
21344,7569,Toys,Plush Toy,3,115.19,2023-08-31,Asia,Credit Card
21345,6077,Home & Garden,Rug,4,114.16,2023-11-03,Asia,Google Pay
21346,4243,Electronics,Headphones,5,1124.99,2023-05-15,Europe,Debit Card
21347,4084,Clothing,Jacket,1,33.07,2023-10-01,Africa,Credit Card
21348,5634,Clothing,Dress,1,103.89,2023-09-23,Oceania,Google Pay
21349,2543,Food,Green Tea,1,74.29,2023-12-11,North America,Apple Pay
21350,6678,Food,Olive Oil,4,33.73,2023-05-14,Europe,Debit Card
21351,4245,Home & Garden,Toaster,3,349.09,2023-02-18,Asia,Debit Card
21352,3907,Books,Mystery,3,12.54,2024-05-26,Oceania,PayPal
21353,9761,Electronics,Monitor,5,612.91,2023-02-23,Asia,Google Pay
21354,6624,Electronics,Wireless Mouse,2,368.77,2024-08-03,Europe,Debit Card
21355,3134,Electronics,Wireless Mouse,1,366.42,2023-07-29,Europe,Debit Card
21356,8550,Electronics,Wireless Mouse,3,751.7,2024-07-03,Africa,PayPal
21357,9534,Home & Garden,Rug,3,352.54,2024-02-14,Europe,Credit Card
21358,8196,Beauty,Body Lotion,1,183.95,2023-04-14,South America,PayPal
21359,6793,Clothing,T-Shirt,4,224.64,2023-05-31,Africa,PayPal
21360,8459,Beauty,Body Lotion,3,183.62,2024-07-04,North America,Debit Card
21361,9651,Sports,Gym Bag,5,138.43,2023-11-08,Europe,Apple Pay
21362,4203,Electronics,Wireless Mouse,4,1531.26,2024-07-08,North America,Credit Card
21363,8003,Food,Coffee Beans,5,28.34,2024-02-12,Asia,Debit Card
21364,3053,Clothing,Sweater,3,242.62,2023-03-29,North America,PayPal
21365,9496,Books,Novel,3,45.4,2024-07-10,Africa,Apple Pay
21366,9220,Electronics,Smart Watch,1,592.88,2023-10-22,Asia,PayPal
21367,3747,Books,Biography,2,35.81,2023-10-18,Asia,Google Pay
21368,7325,Clothing,Coat,2,263.19,2024-06-08,Europe,Debit Card
21369,8399,Electronics,Headphones,4,766.25,2023-11-24,Asia,Apple Pay
21370,3039,Books,Biography,2,20.68,2023-06-20,Asia,Apple Pay
21371,5825,Home & Garden,Curtains,1,281.49,2024-08-09,South America,Credit Card
21372,2281,Food,Granola,1,30.71,2023-06-18,North America,PayPal
21373,9948,Toys,Puzzle,3,61.06,2023-09-14,Oceania,Apple Pay
21374,7284,Food,Pasta,5,19.86,2024-01-05,Africa,PayPal
21375,3966,Electronics,Headphones,3,1851.41,2024-05-13,Africa,Credit Card
21376,1103,Toys,Plush Toy,1,50.1,2023-06-20,Asia,Debit Card
21377,2167,Clothing,Dress,3,131.58,2023-08-18,Africa,Google Pay
21378,5116,Food,Green Tea,3,22.01,2023-03-27,Africa,Apple Pay
21379,9073,Clothing,Sweater,1,23.77,2024-03-09,Oceania,Apple Pay
21380,5258,Food,Granola,1,24.57,2023-01-31,South America,PayPal
21381,2349,Food,Olive Oil,1,42.46,2023-06-28,Asia,Google Pay
21382,9247,Sports,Tennis Racket,2,482.89,2023-06-16,Europe,Google Pay
21383,4985,Beauty,Nail Polish,3,93.51,2023-10-04,Asia,PayPal
21384,4371,Electronics,Smart Watch,1,1179.07,2023-05-26,Europe,Google Pay
21385,9410,Toys,Plush Toy,5,75.85,2024-05-21,North America,Debit Card
21386,5594,Books,Biography,5,12.4,2024-01-29,Africa,PayPal
21387,4289,Beauty,Perfume,4,82.39,2023-10-05,North America,Google Pay
21388,1273,Food,Pasta,4,10.49,2024-04-19,Africa,Apple Pay
21389,3790,Books,Novel,2,42.0,2023-04-10,Oceania,Credit Card
21390,3182,Beauty,Face Mask,4,70.83,2023-10-18,Asia,Debit Card
21391,8706,Toys,Plush Toy,4,23.54,2023-03-10,Europe,PayPal
21392,3270,Home & Garden,Rug,4,210.57,2023-03-04,Europe,Apple Pay
21393,2162,Books,Biography,5,41.46,2023-05-11,Europe,Credit Card
21394,4253,Toys,Puzzle,3,32.22,2024-03-19,North America,Apple Pay
21395,5576,Sports,Dumbbell Set,1,56.98,2023-04-23,Asia,Google Pay
21396,5205,Clothing,Coat,2,282.48,2024-08-31,Oceania,Debit Card
21397,5656,Clothing,Jacket,5,207.72,2023-05-01,Oceania,Credit Card
21398,8999,Electronics,Wireless Mouse,5,547.65,2023-11-07,Asia,Google Pay
21399,3874,Clothing,Sweater,4,51.55,2023-08-25,Africa,Google Pay
21400,3060,Home & Garden,Lamp,1,104.48,2024-03-04,Europe,PayPal
21401,4241,Electronics,Headphones,2,279.97,2023-05-14,Asia,Credit Card
21402,7112,Electronics,Tablet,1,1177.97,2023-04-17,Europe,Apple Pay
21403,9935,Books,Cookbook,5,19.73,2024-01-31,Europe,Debit Card
21404,5303,Clothing,T-Shirt,5,33.54,2024-09-26,North America,Apple Pay
21405,8046,Electronics,Camera,4,1530.61,2024-03-08,Asia,Debit Card
21406,6628,Clothing,T-Shirt,1,266.21,2023-05-16,Asia,Debit Card
21407,8759,Books,Poetry,4,23.65,2023-03-02,Asia,PayPal
21408,3593,Books,Biography,3,17.47,2024-01-06,North America,Google Pay
21409,5643,Electronics,Wireless Mouse,5,1652.75,2023-09-09,Oceania,PayPal
21410,1801,Books,Novel,2,31.76,2023-02-17,Africa,Google Pay
21411,9081,Toys,Doll,3,97.87,2024-08-19,Oceania,PayPal
21412,3645,Toys,Doll,4,96.72,2024-01-04,Europe,PayPal
21413,2657,Sports,Bicycle,5,478.53,2023-09-12,Africa,PayPal
21414,4108,Sports,Bicycle,1,265.38,2023-12-26,South America,Credit Card
21415,1790,Beauty,Perfume,1,73.11,2024-03-16,Africa,Google Pay
21416,1935,Clothing,Dress,2,252.99,2023-02-06,Europe,Google Pay
21417,1517,Home & Garden,Lamp,4,279.31,2023-12-04,Africa,Debit Card
21418,1275,Sports,Running Shoes,2,58.4,2023-02-07,North America,Google Pay
21419,4077,Sports,Tennis Racket,5,412.07,2023-05-11,Africa,Credit Card
21420,8059,Books,Novel,1,49.4,2024-05-18,Oceania,Google Pay
21421,7575,Food,Green Tea,2,16.39,2023-10-04,South America,Google Pay
21422,1611,Home & Garden,Blender,2,60.03,2024-09-12,Europe,Apple Pay
21423,3984,Books,Novel,5,44.53,2024-01-26,South America,Debit Card
21424,1497,Books,Mystery,3,48.17,2023-05-24,South America,Google Pay
21425,3924,Books,Novel,2,44.36,2024-06-23,Africa,Debit Card
21426,2392,Food,Green Tea,3,45.41,2023-03-20,Africa,Debit Card
21427,9345,Toys,Board Game,2,100.12,2024-01-09,Africa,Google Pay
21428,1012,Food,Olive Oil,2,35.57,2024-08-09,Oceania,Google Pay
21429,1923,Books,History,4,17.54,2023-11-05,Africa,Google Pay
21430,1758,Books,Biography,1,14.14,2023-01-17,South America,Apple Pay
21431,4049,Electronics,Camera,3,659.91,2024-04-01,Oceania,Apple Pay
21432,8223,Food,Spice Set,2,30.86,2023-09-03,Oceania,Apple Pay
21433,8912,Food,Granola,3,77.18,2023-02-10,North America,Google Pay
21434,5473,Clothing,Sweater,3,214.12,2024-05-03,South America,Debit Card
21435,6442,Books,Mystery,3,35.15,2023-07-23,South America,PayPal
21436,3210,Sports,Yoga Mat,1,344.58,2023-10-30,Africa,Credit Card
21437,7071,Beauty,Shampoo,4,74.9,2024-09-06,Asia,Debit Card
21438,6189,Sports,Running Shoes,3,53.93,2023-12-05,Asia,Debit Card
21439,7999,Toys,Plush Toy,5,115.29,2023-02-21,Oceania,Debit Card
21440,6159,Sports,Yoga Mat,5,428.01,2024-01-05,Europe,Apple Pay
21441,8461,Books,Mystery,5,28.56,2023-09-25,Africa,PayPal
21442,8187,Clothing,Jacket,2,215.32,2024-09-27,Africa,Debit Card
21443,3287,Books,Mystery,3,36.19,2024-03-19,Europe,Google Pay
21444,8343,Electronics,Monitor,2,695.72,2024-07-26,Oceania,Debit Card
21445,5867,Toys,Board Game,3,63.01,2023-04-25,Europe,PayPal
21446,2629,Sports,Gym Bag,3,494.08,2024-01-28,North America,Google Pay
21447,3551,Toys,Building Blocks,3,18.29,2024-09-26,Europe,Google Pay
21448,7475,Clothing,Sneakers,1,158.78,2023-03-04,North America,Credit Card
21449,5445,Home & Garden,Curtains,5,309.7,2024-03-07,Europe,Credit Card
21450,9443,Food,Dark Chocolate,2,55.67,2023-05-01,Oceania,Debit Card
21451,4719,Toys,Doll,1,28.18,2023-12-25,South America,Apple Pay
21452,1883,Books,Cookbook,4,35.14,2023-06-03,Africa,Debit Card
21453,1286,Home & Garden,Air Purifier,1,91.32,2023-02-14,Asia,PayPal
21454,4134,Electronics,Smartphone,2,1595.39,2024-01-02,Africa,Credit Card
21455,1274,Clothing,Coat,1,181.98,2023-07-09,South America,Google Pay
21456,1482,Home & Garden,Curtains,4,324.22,2023-10-13,South America,Google Pay
21457,7377,Beauty,Nail Polish,2,37.98,2023-06-17,South America,PayPal
21458,3793,Home & Garden,Air Purifier,1,33.46,2023-03-27,North America,Google Pay
21459,2989,Sports,Bicycle,1,44.7,2023-04-29,Oceania,Debit Card
21460,6116,Electronics,Monitor,4,1904.41,2023-04-25,Europe,Debit Card
21461,8485,Beauty,Shampoo,2,45.35,2023-06-18,North America,Google Pay
21462,6849,Beauty,Shampoo,3,104.48,2024-01-29,Asia,Credit Card
21463,7618,Home & Garden,Coffee Maker,3,333.82,2024-06-10,South America,Google Pay
21464,9001,Beauty,Moisturizer,2,39.83,2023-02-03,North America,PayPal
21465,2826,Clothing,Shorts,5,57.76,2023-09-26,South America,Apple Pay
21466,9107,Electronics,Wireless Mouse,1,449.87,2024-06-05,Europe,Apple Pay
21467,4079,Sports,Gym Bag,4,37.48,2023-03-01,Africa,PayPal
21468,1188,Sports,Yoga Mat,1,266.65,2023-05-28,Oceania,Apple Pay
21469,6814,Electronics,Smart Watch,3,1320.25,2024-10-01,Europe,PayPal
21470,3054,Electronics,Smartphone,5,667.63,2024-07-13,South America,Google Pay
21471,3556,Home & Garden,Coffee Maker,4,187.93,2023-09-25,South America,Debit Card
21472,9424,Home & Garden,Air Purifier,5,357.66,2023-05-05,South America,PayPal
21473,5150,Toys,Building Blocks,4,130.1,2023-04-19,South America,Credit Card
21474,2212,Sports,Tennis Racket,1,79.35,2023-06-01,Oceania,Google Pay
21475,4241,Beauty,Nail Polish,5,139.05,2023-05-25,South America,Debit Card
21476,6078,Clothing,T-Shirt,5,137.12,2023-04-27,North America,Apple Pay
21477,4520,Beauty,Perfume,1,142.07,2023-09-12,Africa,Apple Pay
21478,7241,Sports,Swimming Goggles,4,338.68,2024-09-17,Europe,Apple Pay
21479,2071,Food,Pasta,1,32.25,2023-05-25,North America,Google Pay
21480,2743,Clothing,Dress,4,254.4,2023-06-09,Asia,Credit Card
21481,8395,Toys,Building Blocks,5,57.03,2024-05-11,South America,Apple Pay
21482,6074,Food,Organic Honey,2,28.35,2023-06-23,Oceania,Apple Pay
21483,8476,Electronics,Wireless Mouse,2,1053.5,2023-06-13,South America,Debit Card
21484,4049,Electronics,Smartphone,2,256.22,2023-05-27,North America,Apple Pay
21485,7704,Electronics,Smartphone,5,1752.26,2024-05-07,Europe,Debit Card
21486,6863,Food,Olive Oil,4,50.63,2023-02-18,South America,PayPal
21487,6137,Toys,Building Blocks,2,115.35,2024-09-05,Asia,Apple Pay
21488,5176,Beauty,Eye Cream,4,153.3,2023-05-05,Europe,Debit Card
21489,2383,Toys,Educational Game,4,87.38,2023-10-19,Asia,Apple Pay
21490,2888,Sports,Yoga Mat,3,91.17,2023-03-10,Asia,Credit Card
21491,9972,Clothing,Coat,1,264.95,2023-02-07,Africa,PayPal
21492,2033,Sports,Gym Bag,5,300.7,2023-01-07,Africa,Credit Card
21493,3151,Electronics,Tablet,5,152.78,2023-02-22,Africa,Debit Card
21494,4741,Toys,Puzzle,5,137.3,2024-07-01,Asia,Apple Pay
21495,4463,Sports,Bicycle,2,95.01,2023-10-17,South America,Debit Card
21496,4079,Clothing,Jacket,2,227.37,2023-08-14,South America,Apple Pay
21497,6161,Home & Garden,Blender,5,270.93,2024-05-19,North America,PayPal
21498,9121,Books,Science Fiction,5,36.44,2023-08-31,Asia,Apple Pay
21499,5988,Books,Mystery,5,49.41,2023-05-20,South America,Debit Card
21500,1925,Toys,Puzzle,3,105.3,2023-07-01,South America,PayPal
21501,8498,Toys,Building Blocks,5,11.67,2024-05-21,Oceania,Google Pay
21502,3878,Food,Green Tea,1,8.97,2023-05-20,Asia,Apple Pay
21503,7391,Beauty,Nail Polish,3,19.47,2023-01-15,Europe,Debit Card
21504,6604,Home & Garden,Rug,3,347.24,2023-07-04,Europe,Google Pay
21505,1653,Beauty,Face Mask,5,109.85,2024-02-18,South America,Credit Card
21506,8284,Beauty,Eye Cream,4,85.27,2023-01-03,South America,PayPal
21507,6422,Sports,Yoga Mat,3,179.81,2024-01-01,Europe,Debit Card
21508,7556,Toys,Action Figure,4,21.11,2023-09-17,Oceania,Credit Card
21509,8149,Sports,Running Shoes,3,188.87,2023-09-22,Asia,Apple Pay
21510,7643,Sports,Swimming Goggles,5,380.98,2023-06-13,Europe,Apple Pay
21511,4781,Clothing,Dress,1,274.87,2023-02-18,Europe,Apple Pay
21512,8509,Toys,Doll,3,51.14,2024-06-28,Asia,Debit Card
21513,2258,Electronics,Smartphone,2,451.73,2023-01-30,North America,Credit Card
21514,9561,Food,Spice Set,3,35.24,2024-09-16,Oceania,PayPal
21515,1934,Books,Self-Help,4,33.37,2024-09-04,South America,Credit Card
21516,6623,Toys,Educational Game,4,56.35,2024-09-09,Oceania,Credit Card
21517,8256,Home & Garden,Curtains,2,212.4,2023-02-17,South America,PayPal
21518,7885,Toys,Doll,5,98.55,2024-06-19,North America,PayPal
21519,1550,Beauty,Eye Cream,4,40.29,2023-08-15,South America,PayPal
21520,4295,Electronics,Smartphone,1,1751.13,2024-03-15,South America,Apple Pay
21521,2419,Books,Novel,2,11.62,2024-07-13,Africa,Apple Pay
21522,7675,Electronics,Wireless Mouse,4,463.69,2024-05-05,Asia,PayPal
21523,3785,Electronics,Camera,1,1647.5,2024-01-13,North America,Credit Card
21524,9079,Clothing,Jacket,1,83.35,2024-06-30,Asia,Debit Card
21525,7359,Sports,Yoga Mat,2,262.52,2023-12-16,South America,Apple Pay
21526,3433,Electronics,Laptop,5,1046.13,2024-08-11,Africa,Debit Card
21527,7828,Electronics,Camera,4,295.68,2023-07-21,Europe,Credit Card
21528,8214,Beauty,Nail Polish,5,22.87,2024-05-29,North America,Debit Card
21529,4354,Clothing,Shorts,2,266.61,2024-09-19,Oceania,Apple Pay
21530,4842,Clothing,Sweater,4,209.23,2023-05-07,Europe,Google Pay
21531,8794,Food,Pasta,5,28.97,2023-01-05,Asia,Credit Card
21532,5776,Books,Mystery,4,24.14,2024-08-10,South America,Apple Pay
21533,9960,Electronics,Monitor,4,1369.74,2024-03-13,South America,Credit Card
21534,3055,Sports,Bicycle,5,164.73,2024-02-09,Europe,Google Pay
21535,5429,Electronics,Wireless Mouse,5,1048.03,2024-06-11,Asia,Credit Card
21536,4505,Food,Olive Oil,4,41.24,2024-08-04,Asia,Credit Card
21537,4090,Food,Organic Honey,4,67.54,2023-05-12,Africa,Debit Card
21538,5280,Electronics,Monitor,3,1840.77,2024-05-12,Europe,Google Pay
21539,1748,Home & Garden,Coffee Maker,4,169.15,2023-10-29,Oceania,Debit Card
21540,2886,Clothing,Coat,1,244.94,2023-11-23,South America,Credit Card
21541,3348,Food,Coffee Beans,3,11.88,2024-07-09,South America,Apple Pay
21542,2692,Electronics,Smartphone,1,1426.9,2023-09-04,Oceania,Credit Card
21543,9501,Sports,Bicycle,4,158.3,2024-06-25,Africa,Debit Card
21544,3241,Toys,Action Figure,4,125.3,2023-01-10,Oceania,Debit Card
21545,2429,Electronics,Camera,1,287.99,2024-08-04,Oceania,PayPal
21546,3178,Toys,Board Game,2,122.48,2023-10-01,Asia,Debit Card
21547,2350,Sports,Dumbbell Set,5,189.17,2024-06-17,Asia,Apple Pay
21548,7756,Clothing,Jeans,3,252.21,2023-11-09,Oceania,Credit Card
21549,6188,Home & Garden,Toaster,4,40.44,2024-03-11,South America,Credit Card
21550,6958,Toys,RC Car,3,88.54,2024-01-30,Oceania,Debit Card
21551,2538,Beauty,Eye Cream,2,45.34,2023-12-07,Asia,Debit Card
21552,4535,Clothing,Sneakers,5,183.76,2024-01-23,Asia,Apple Pay
21553,8822,Electronics,Laptop,5,842.3,2023-07-05,Oceania,Apple Pay
21554,3456,Books,Cookbook,5,36.91,2024-02-09,Africa,PayPal
21555,9670,Beauty,Body Lotion,2,102.48,2023-11-21,Oceania,Google Pay
